date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,state,statezip,country
02-05-2024,1441164,5,2.7,3461,9210,2,0,3,3,1088,2373,1987,0,5722 Park Street,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,4741619,1,1.6,3151,1925,2.6,0,2,2,1590,1561,1952,2021,8532 Main Road,Patna,Bihar,Bihar 115249,India
02-05-2024,1780858,2,1.8,2073,5228,2.4,1,2,1,1919,154,1991,0,7023 Park Street,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,3683280,4,1.6,2185,8612,1.5,1,3,4,2176,9,1970,0,5162 Park Street,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,2281240,5,3,2010,5895,2,1,4,2,696,1314,1964,2006,6670 Main Road,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,2788236,3,2.4,4114,8981,2.6,0,0,1,2391,1723,1951,0,5937 Circular Road,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,1747589,3,1.4,3752,6223,1.3,1,0,5,876,2876,1983,2017,3563 MG Road,Bangalore,Karnataka,Karnataka 119780,India
02-05-2024,3516247,3,2.6,1591,9298,1.2,0,4,3,1005,586,1964,0,9359 Station Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,3419960,4,2.7,2648,4694,2.7,0,1,1,1417,1231,1960,0,48 Station Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,2656609,1,1.8,2092,3761,1.4,1,1,5,1772,320,1963,2006,7733 Station Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,3674730,5,1.3,4251,8342,2.9,0,3,5,2109,2142,1965,0,1122 Circular Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,1667757,3,1.4,3064,9877,2.1,0,0,1,2794,270,2004,2014,3304 Station Road,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,3134872,1,1.4,4513,7163,1.7,0,0,4,2400,2113,1998,2003,6964 Station Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,3052368,2,2.2,3617,9560,2.9,0,4,3,1382,2235,2021,0,6522 Circular Road,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,1946273,2,2.3,4394,3848,1.5,1,2,2,1935,2459,2001,0,1955 Park Street,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,3320028,5,2.6,3053,2583,1.4,1,0,1,2940,113,1980,0,5187 Park Street,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,3685345,3,1.9,4754,4126,2.8,0,4,4,4061,693,1952,0,3971 Station Road,Bangalore,Karnataka,Karnataka 119780,India
02-05-2024,1314257,4,1.3,3224,9416,2.9,0,3,3,2363,861,1964,2002,2800 Main Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,3399799,2,2.9,2092,7429,2.5,1,4,5,1915,177,1998,1994,7860 Main Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,2508038,5,1.1,3048,7498,2,0,4,3,1295,1753,1997,1998,7321 Station Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,4622988,2,2.4,899,8699,2.8,0,2,1,525,374,2012,1997,8910 MG Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,4649186,2,2.2,3352,8362,2.8,0,2,3,2964,388,2002,2013,6632 Main Road,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,4444165,2,1.9,3271,6149,2.5,0,0,3,1931,1340,2015,2003,3393 Station Road,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,611200,5,1.2,3626,5055,2.4,1,4,4,2068,1558,2020,2009,6433 Park Street,Patna,Bihar,Bihar 115249,India
02-05-2024,1211733,5,2.4,4991,7101,2.7,0,4,5,3752,1239,1964,1991,3665 MG Road,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,1122082,5,1.4,3666,6190,1.9,1,1,2,1363,2303,1988,0,9524 Main Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,1598813,2,2,619,1130,2.6,1,1,5,518,101,2016,0,7249 MG Road,Delhi,Delhi,Delhi 114299,India
02-05-2024,2593221,1,2.1,1095,8723,1.4,1,3,1,1095,0,1990,2006,9890 Park Street,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,4491781,2,2.5,1222,1860,1.6,0,2,3,1124,98,1958,0,2454 Circular Road,Ludhiana,Punjab,Punjab 116492,India
02-05-2024,584724,3,2.2,3451,2916,1.4,0,2,4,3271,180,2011,0,7298 Park Street,Bangalore,Karnataka,Karnataka 119780,India
02-05-2024,3889926,4,2,732,8217,2.7,1,2,2,680,52,1967,2022,8189 Circular Road,Delhi,Delhi,Delhi 114299,India
02-05-2024,611989,1,1,2979,6603,1.8,1,2,5,1346,1633,1972,0,1921 Main Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,1714934,5,2.1,4198,6313,2,1,2,1,2590,1608,2011,1991,6446 Park Street,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,1556638,2,3,4754,1198,1.8,0,1,4,1608,3146,1973,1997,8207 MG Road,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,4197378,2,2.1,756,4697,2.4,1,0,2,685,71,1953,0,1694 Station Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,3654470,4,1.8,4730,5450,1.8,1,4,2,1957,2773,2000,0,9521 MG Road,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,2647648,4,1.7,3431,1085,2.2,0,4,4,1286,2145,1954,0,3195 Park Street,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,3440938,4,2.3,4156,6751,1.1,1,4,1,2049,2107,1976,0,5542 MG Road,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,2781921,4,2.8,2946,1812,2.5,0,1,1,999,1947,1985,0,7485 Main Road,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,1680535,1,2.6,2463,7977,2.8,1,1,2,949,1514,1989,2015,7130 Park Street,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,1791933,4,2.7,724,4818,2.5,1,1,4,524,200,1961,2017,4909 Park Street,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,4420630,1,2.6,2305,5075,1.5,1,0,3,1958,347,2006,0,66 Park Street,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,2038882,5,2.5,2641,8544,2.5,1,4,3,1902,739,1983,0,6890 Main Road,Delhi,Delhi,Delhi 114299,India
02-05-2024,993078,1,2.2,638,8321,1.8,1,2,5,543,95,2006,0,2177 Park Street,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,2283402,5,2.7,3621,2994,1.1,0,2,5,1874,1747,1976,0,3270 Main Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,3474119,2,1.7,3533,4456,1.8,0,4,1,1698,1835,2010,0,8287 Circular Road,Delhi,Delhi,Delhi 114299,India
02-05-2024,4818108,4,1.4,1114,9426,2.1,1,3,4,507,607,1983,2012,2555 Station Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,1388802,4,1.2,4397,5276,1.5,0,3,5,2714,1683,1997,2018,6596 Main Road,Bangalore,Karnataka,Karnataka 119780,India
02-05-2024,4064391,2,1.1,3325,4111,2.4,0,4,5,1814,1511,2016,2007,2172 Park Street,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,3742384,4,1.7,3005,9654,1.9,0,3,3,1411,1594,1974,0,6330 Park Street,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,1005153,5,2.5,2823,3859,1.9,0,2,5,909,1914,2001,0,6856 MG Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,578121,1,2.4,4061,9397,1.5,0,1,3,3282,779,2002,2011,2957 Park Street,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,2447655,2,2.1,2347,7223,2.3,0,3,5,1307,1040,1954,2008,2609 Station Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,773564,4,2.2,4299,8438,2.2,0,0,2,3958,341,2000,2021,1414 Station Road,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,4627484,5,1.4,4155,7474,2.4,0,2,1,1502,2653,1957,0,5633 Station Road,Patna,Bihar,Bihar 115249,India
02-05-2024,1748366,3,2.7,2251,2764,1.6,1,2,2,948,1303,2011,2020,7324 Circular Road,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,863184,1,1.9,1329,1020,1.3,0,0,5,835,494,2013,0,7591 Main Road,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,2662996,4,3,1749,9375,2.9,1,3,4,1653,96,2001,2014,5148 Park Street,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,3712412,5,1.7,2654,6337,2.9,0,1,2,1959,695,1954,0,2843 Station Road,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,3376763,5,2.2,2659,6955,1.1,1,3,4,1019,1640,1996,0,1728 Main Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,1681803,3,2.7,3799,6125,2.2,0,0,2,3180,619,1975,2004,8807 Main Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,1607405,1,1.2,4753,7981,2.7,0,4,3,2165,2588,1991,2009,6513 Park Street,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,4429635,3,2.1,3193,6456,1.9,0,4,1,2651,542,1972,0,2742 MG Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,4228776,2,1.6,4322,9399,2.9,0,4,5,4096,226,1986,0,12 Circular Road,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,2044505,1,2.5,2379,3229,1.2,0,0,3,1082,1297,2011,0,4128 Park Street,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,2348927,2,1.5,4191,8586,2,0,0,1,3695,496,1994,0,8472 MG Road,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,4548586,4,1.2,657,1538,2.4,0,2,1,639,18,2022,0,2058 Circular Road,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,2799055,3,2.8,3052,9238,1.6,0,1,3,2439,613,1955,0,8301 Station Road,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,4569824,3,1.5,3208,3489,2.5,0,2,1,2096,1112,1970,0,6887 Main Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,3308170,3,1.6,1919,3707,2.6,0,1,5,510,1409,1988,2014,2279 MG Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,2183885,5,2.4,871,5278,3,0,2,3,758,113,1978,0,3969 Park Street,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,4808190,2,2.9,2280,4253,1.2,0,3,2,553,1727,2001,0,1560 Station Road,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,2568309,1,2.4,1969,3864,2.9,1,1,3,1836,133,1971,2002,3676 Circular Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,4343969,4,2.1,2288,9584,2.9,1,0,5,1482,806,1973,1997,6683 Main Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,4736558,2,1.8,4414,8745,2.1,1,0,3,1707,2707,1973,0,8531 Circular Road,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,2243085,5,2.9,1130,1701,2.7,0,4,1,663,467,1978,2019,3125 Main Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,2550198,2,1.9,3418,5793,2.6,1,3,4,2638,780,1994,2012,8723 Park Street,Delhi,Delhi,Delhi 114299,India
02-05-2024,3403032,3,1.9,3553,2766,2.3,0,4,4,2692,861,1990,1991,1870 Station Road,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,3838437,4,2.8,3245,3147,1.2,1,3,1,547,2698,1965,2009,6876 Park Street,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,4132495,5,2.5,3354,2011,1.4,0,1,4,3064,290,1960,0,7933 MG Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,835857,2,2.9,3312,9384,1.7,0,2,2,2800,512,1991,0,1608 Station Road,Bangalore,Karnataka,Karnataka 119780,India
02-05-2024,4611958,1,2.6,3297,3588,1.4,1,1,2,3135,162,2012,2017,1948 MG Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,735911,4,1.7,1587,5385,3,0,1,1,1456,131,1950,0,9573 Station Road,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,4964178,1,2.1,1625,2533,2.2,0,0,3,877,748,2017,0,333 Park Street,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,2637901,5,2.6,4056,8090,1.3,1,4,2,2483,1573,1950,0,2619 Park Street,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,3563736,4,1.7,4481,1377,1.1,0,2,2,3998,483,1966,0,50 Station Road,Patna,Bihar,Bihar 115249,India
02-05-2024,3981323,5,2.5,1920,7638,1.6,1,4,5,606,1314,1982,2009,8177 Park Street,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,529332,4,3,4067,7914,2.9,0,1,2,1551,2516,2002,0,8978 Station Road,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,1629571,3,1.5,2921,8048,1.6,0,2,2,1432,1489,1987,0,65 Main Road,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,1463052,3,1.1,1556,7260,1.6,0,4,2,1162,394,2020,2018,7507 Station Road,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,2224033,5,2,2341,3532,3,1,3,4,2146,195,2023,2002,9293 Circular Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,4706366,3,2.1,4437,4324,1.7,0,4,1,3826,611,2000,0,2322 Park Street,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,3808228,1,1.4,4185,2739,2.4,1,4,1,1377,2808,1988,0,5807 Circular Road,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,4493147,2,1.4,4874,4626,2.5,1,3,3,2619,2255,1992,0,5282 Circular Road,Delhi,Delhi,Delhi 114299,India
02-05-2024,1767418,3,1.4,3529,1400,1.9,1,2,1,2962,567,2006,0,148 Main Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,692420,1,2.4,3062,5298,1.4,1,4,2,2573,489,1957,0,8558 Main Road,Delhi,Delhi,Delhi 114299,India
02-05-2024,4673974,3,2.1,4827,1762,2.7,1,1,1,4321,506,1983,0,5586 MG Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,3214405,3,2.4,741,4771,1.7,1,3,4,695,46,1970,1994,2027 Circular Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,3054265,3,1.4,2244,4806,1.2,0,3,4,1958,286,1960,0,4479 Circular Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,3616358,3,1.2,4315,3443,2.1,0,3,5,1857,2458,1974,2021,2860 Circular Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,2550932,2,2.1,1411,7542,1.2,0,1,4,687,724,2016,0,216 MG Road,Delhi,Delhi,Delhi 114299,India
02-05-2024,2535280,4,2.2,659,2319,1.7,1,4,2,575,84,2022,0,6865 MG Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,1384646,3,1.4,571,8043,1.5,1,2,4,549,22,2000,0,2029 MG Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,1906840,4,1.8,1936,1706,2.9,0,4,4,923,1013,1981,0,374 Main Road,Delhi,Delhi,Delhi 114299,India
02-05-2024,1016322,3,2.1,1889,2931,1.5,1,0,5,1702,187,2007,1994,4098 Circular Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,795666,4,2.2,770,7513,1.5,1,4,3,621,149,1988,1990,1098 Station Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,3662844,3,3,4216,1781,2.8,0,4,5,1574,2642,1976,1998,3754 Main Road,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,3515917,1,1.1,3150,1777,2.6,1,1,1,1799,1351,1971,1999,8672 MG Road,Delhi,Delhi,Delhi 114299,India
02-05-2024,1077347,4,1.9,3329,4442,1.5,1,3,1,2676,653,1987,0,5026 Main Road,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,2073353,4,1.8,2727,6028,1.8,1,2,3,1389,1338,1985,0,7926 MG Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,2782991,2,1.6,1270,3635,2.9,0,4,2,541,729,2005,0,5827 Station Road,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,1555390,3,1.9,2356,8842,1.6,1,0,5,1709,647,2003,0,5579 Circular Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,4270190,5,2.5,4918,2066,1.3,0,1,4,1665,3253,2001,2007,6600 Circular Road,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,4835927,1,1,4577,6744,2.4,0,4,2,3396,1181,2005,0,6957 Main Road,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,1114259,5,1.3,1645,4547,2.8,0,1,5,1279,366,1970,0,6932 Park Street,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,767753,4,2,711,5287,2,0,3,4,707,4,1998,2002,8330 Station Road,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,1767588,1,2.6,4815,4591,2.4,0,3,5,1292,3523,1960,2012,1663 Main Road,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,3419957,5,1.2,2461,3721,2.5,0,2,3,635,1826,1967,0,9659 Station Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,2379493,2,2.8,3603,4105,2.2,1,4,2,2066,1537,1960,1999,4582 MG Road,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,4175140,5,1.5,4926,9315,1.8,1,2,4,1231,3695,1961,2000,9978 Main Road,Delhi,Delhi,Delhi 114299,India
02-05-2024,3600897,5,2.7,3634,5561,1.2,0,4,4,3255,379,1954,1991,5438 Park Street,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,3327411,5,2.1,1511,9146,3,1,1,2,1054,457,1975,1990,584 Circular Road,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,4428762,4,2.8,860,7078,1.8,1,4,4,585,275,1962,2000,8325 Park Street,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,3068390,5,2.7,542,4307,2.4,1,3,5,524,18,2003,1999,2648 Circular Road,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,3011576,4,1.7,4181,8341,2.2,1,3,3,4049,132,2016,2006,3629 MG Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,576777,3,1.9,4846,9926,2.7,1,4,4,3176,1670,1976,0,1522 Main Road,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,3359469,1,1.8,2520,5387,3,1,1,3,753,1767,1972,0,4578 Circular Road,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,3498810,1,1.6,4951,3425,1.8,1,3,2,3067,1884,1967,1993,6326 Park Street,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,1785736,4,1.4,2420,4120,2,0,3,2,561,1859,2005,0,234 Station Road,Delhi,Delhi,Delhi 114299,India
02-05-2024,4939643,2,1.8,2058,2241,2.2,1,3,4,1143,915,2022,0,5200 Station Road,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,2084285,5,2.7,2315,9203,1.9,0,1,3,2201,114,1968,2008,5158 Main Road,Bangalore,Karnataka,Karnataka 119780,India
02-05-2024,4600647,2,2,3341,5945,1.7,0,1,1,2752,589,1997,0,1027 Circular Road,Delhi,Delhi,Delhi 114299,India
02-05-2024,1614717,2,1.9,1440,8384,2.3,0,1,2,708,732,2008,0,9630 Park Street,Ludhiana,Punjab,Punjab 116492,India
02-05-2024,2653622,4,2.4,3020,4441,1.5,0,3,4,734,2286,2019,2007,9574 MG Road,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,2772033,5,3,3545,8140,2.7,0,3,5,1248,2297,1994,1990,4509 Circular Road,Patna,Bihar,Bihar 115249,India
02-05-2024,1239343,4,1.2,2075,4937,2.1,1,4,1,1134,941,2006,2006,2926 Main Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,720696,1,2,677,6478,2.8,1,2,4,508,169,2010,2002,305 Station Road,Ludhiana,Punjab,Punjab 116492,India
02-05-2024,4884459,2,1.9,921,4678,1.9,1,0,4,711,210,1991,0,7593 MG Road,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,2090075,4,1.7,1511,7939,3,1,4,5,1243,268,1990,0,3645 Station Road,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,3903449,5,2.3,2807,5660,1.2,0,4,3,2372,435,1993,2018,5714 Park Street,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,2143896,5,2.4,4738,9740,1.3,1,2,4,3450,1288,1976,0,356 MG Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,1590018,1,1.3,2360,1987,1.9,0,3,1,1567,793,1995,0,2205 Main Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,2689336,2,2.7,2070,2147,1.7,0,4,4,1067,1003,1956,2019,4899 MG Road,Patna,Bihar,Bihar 115249,India
02-05-2024,3629829,1,2.5,3841,3855,1.2,0,2,3,584,3257,2008,0,4347 Station Road,Patna,Bihar,Bihar 115249,India
02-05-2024,1971235,3,1.4,2730,7078,1.3,0,2,5,2257,473,1965,2003,5413 Station Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,1732093,5,1.4,2111,9462,2.1,1,3,4,1089,1022,2019,0,9492 Station Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,1485647,3,1.6,2504,9740,1.5,0,4,3,692,1812,2013,1998,7015 Main Road,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,3141590,4,2.7,845,8694,1.9,0,0,2,811,34,2007,2004,3921 Circular Road,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,1396789,4,2.6,4723,8671,1.3,0,0,5,3005,1718,2010,2012,112 Park Street,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,4625104,3,1.8,1513,7869,2.2,0,1,1,1076,437,1990,2006,2589 Main Road,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,4647287,1,2.6,957,3020,1.2,0,2,2,541,416,1990,2014,3688 Main Road,Bangalore,Karnataka,Karnataka 119780,India
02-05-2024,1961219,4,1.5,3492,7716,1.3,1,0,1,641,2851,1980,2004,8010 MG Road,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,2660168,4,2.1,2886,8690,1.7,1,2,1,1773,1113,1993,0,9357 Park Street,Bangalore,Karnataka,Karnataka 119780,India
02-05-2024,4868390,5,1,2156,8827,1.1,1,0,2,1612,544,2012,0,1687 MG Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,1782717,1,2.9,983,3719,2.4,1,1,1,696,287,1958,2004,6142 Circular Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,2188018,1,2,1720,8198,2,1,2,3,910,810,2008,0,9197 Main Road,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,2769612,2,1.1,2745,4648,1.1,1,0,3,1031,1714,1953,0,5055 Main Road,Patna,Bihar,Bihar 115249,India
02-05-2024,1725981,3,2.8,840,5334,1.8,1,2,5,689,151,1998,2007,373 Main Road,Patna,Bihar,Bihar 115249,India
02-05-2024,4465050,2,2,4297,9985,1,0,4,5,4063,234,2011,2003,1733 Station Road,Patna,Bihar,Bihar 115249,India
02-05-2024,709754,4,2.8,1386,3532,2.3,1,2,5,925,461,1954,1994,9227 Park Street,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,2674417,1,1.1,4598,2995,1.1,1,0,1,961,3637,1994,2023,799 Circular Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,1787727,5,1.2,2113,2963,2.9,0,4,5,1693,420,2003,2009,6623 Station Road,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,3539358,3,2.2,3990,4551,1.9,1,3,3,669,3321,1974,0,9891 Station Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,2586534,2,1.8,1767,8653,2.7,0,1,3,1598,169,2003,0,7792 Park Street,Patna,Bihar,Bihar 115249,India
02-05-2024,3390945,2,1.4,4208,5096,1.9,1,0,1,3325,883,1971,0,6117 Park Street,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,4462899,1,2,2973,8999,1.6,0,3,5,2504,469,1995,0,7865 MG Road,Ludhiana,Punjab,Punjab 116492,India
02-05-2024,3276295,1,2.1,2459,6658,1.2,0,1,1,967,1492,1990,0,9362 Circular Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,3698049,1,1.3,1238,1156,2.3,0,0,2,517,721,1970,0,1932 MG Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,4836988,5,1.7,1825,7337,2.6,0,2,3,839,986,1979,0,9500 Main Road,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,1123269,5,1.3,804,8162,2.4,0,3,1,705,99,1982,1992,7480 Station Road,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,619554,2,1.7,1796,4651,1.6,1,3,5,1037,759,2021,0,1953 MG Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,2333163,2,1.3,1274,6320,2.9,1,0,4,950,324,1964,0,2499 Main Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,1714450,3,2.9,3974,7510,2,0,1,5,3352,622,1966,2005,2982 Circular Road,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,2030062,4,2.4,3031,7336,1.2,1,2,4,2032,999,1986,2003,6941 Park Street,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,3927835,2,1.8,4163,3005,2.4,1,3,4,3039,1124,1956,2000,6539 MG Road,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,907291,4,2,4696,3086,2.3,0,0,1,2614,2082,1997,0,3655 Main Road,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,1749667,1,2.9,973,9891,1.7,0,1,5,925,48,2023,1998,9986 Park Street,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,2946063,1,1.4,698,2532,1.8,1,0,5,525,173,1965,0,4136 MG Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,3509565,3,1.6,2052,5986,2.9,1,0,3,1113,939,1983,0,7961 Station Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,1837286,5,1.3,4222,2029,1.1,1,4,3,2903,1319,2003,0,4371 Park Street,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
